pKey,JobStartDate,JobEndDate,APINumber,StateNumber,CountyNumber,OperatorName,WellName,Latitude,Longitude,Projection,TVD,TotalBaseWaterVolume,TotalBaseNonWaterVolume,StateName,CountyName,FFVersion,FederalWell,IndianWell,Source,DTMOD
a8678a7a-60d7-4df8-8353-f90afa5988eb,10/7/2012 12:00:00 AM,10/7/2012 12:00:00 AM,25083230030000,25,83,Oasis Petroleum,Sherri 2658 43 9H,48.29042,-104.130693,NAD83,10272.0,2791656.0,,Montana,Richland,1,False,False,,
2fde3a44-92ca-4c90-a214-9c758800f3cd,10/8/2012 12:00:00 AM,10/8/2012 12:00:00 AM,25083230260000,25,83,"Continental Resources, Inc",Lewis 1-13H,48.0118016018024,-104.426479982341,NAD83,10201.0,2379216.0,,Montana,Richland,1,False,False,,
8288a990-bca1-40bd-9d1f-ee54294d5905,10/8/2012 12:00:00 AM,10/9/2012 12:00:00 AM,25083229950000,25,83,Whiting Petroleum,Simmers 4 21-30-1H,47.895642,-104.411803,NAD83,10312.0,1270777.0,,Montana,Richland,2,False,False,,
db4d02e9-505f-4d25-910e-600cafc09e26,10/9/2012 12:00:00 AM,10/9/2012 12:00:00 AM,25091219220000,25,91,"TAQA North USA, Inc.",Hellegaard 8-1H #1,48.87,-104.05,WGS84,7768.0,360015.0,,Montana,Sheridan,1,False,False,,
f3d139ad-49e2-4486-bc27-4eb33672f3c9,10/14/2012 12:00:00 AM,10/14/2012 12:00:00 AM,25091219070000,25,91,Marathon Oil,Sorensen 34-9H,48.448291,-104.0048672,NAD83,,,,Montana,Sheridan,1,False,False,,
fa9881cd-4c3d-4f32-9ab7-56178ef8a607,10/15/2012 12:00:00 AM,10/15/2012 12:00:00 AM,25083229590000,25,83,Oasis Petroleum,Otis 2658 43-23H,47.99,-104.2,WGS84,,,,Montana,Rosevelt,1,False,False,,
9369cdf0-f5c4-4303-b740-dbab07e7c7e8,10/15/2012 12:00:00 AM,10/15/2012 12:00:00 AM,25083229720000,25,83,Oasis Petroleum,Carl Federal 2658 43-23H,47.98,-104.19,WGS84,,,,MT,Richland,1,False,False,,
a1e65f6b-de96-4364-b638-85d0cea3d25c,10/15/2012 12:00:00 AM,10/15/2012 12:00:00 AM,25091219230000,25,91,"TAQA North USA, Inc.",Hellegaard 8-1H #2,48.87,-104.05,WGS84,7772.0,410690.0,,Montana,Sheridan,1,False,False,,
7cf700c2-e852-48c0-ac72-3b0c19dde409,10/18/2012 12:00:00 AM,10/18/2012 12:00:00 AM,25083229780000,25,83,"Slawson Exploration Company, Inc.",Barbarian 1-14H,47.760422,-104.874283,NAD83,9528.0,1093736.7,,MT,Richland,1,False,False,,
4326d3b0-a6c6-47d7-96ff-6c5d6b742f77,10/19/2012 12:00:00 AM,10/19/2012 12:00:00 AM,25083229900000,25,83,"Continental Resources, Inc",Butka 3-5H,47.776197367,-104.818148223,NAD83,9748.0,1948296.0,,Montana,Richland,1,False,False,,
ca735963-a782-404e-84a2-053ce9eaded2,10/24/2012 12:00:00 AM,10/24/2012 12:00:00 AM,25083230430000,25,83,"Continental Resources, Inc",Osborn 1-34H,48.0418552355,-104.473845555144,NAD83,10037.0,2425401.0,,Montana,Richland,1,False,False,,
312f36fe-2231-44cd-9b1a-c9f18c8f4de7,10/24/2012 12:00:00 AM,10/24/2012 12:00:00 AM,25085218570000,25,85,"G3 Operating, LLC.",Wheeler Ranch 1-16-21H,48.0,-104.0,NAD83,9848.0,1451268.0,,Roosevelt,Montana,1,False,False,,
65510bd5-6668-425e-966e-4cb24a22f3bf,10/25/2012 12:00:00 AM,10/25/2012 12:00:00 AM,25083229960000,25,83,Whiting Petroleum,Kittleson Federal 34-23-1H,48.011722,-104.317669,NAD83,10258.0,1231598.0,,Montana,Richland County,1,False,False,,
803319b3-4720-4c67-9326-96e3eeda4fc0,10/26/2012 12:00:00 AM,10/26/2012 12:00:00 AM,25035222040000,25,35,Anschutz Exploration Corporation,Flat Iron 1-8-32-12,48.544041235,-113.18924364,NAD83,7753.0,0.0,,Montana,Glacier,1,False,False,,
d18b9673-e56c-4876-a8b4-c10f0ae5709e,10/27/2012 12:00:00 AM,10/27/2012 12:00:00 AM,25091219120000,25,91,"TAQA North USA, Inc.",Hellegaard 10-9H #1,48.87,-104.05,WGS84,7766.0,416609.0,,Montana,Sheridan,1,False,False,,
8b27af44-09a4-4a4a-9b64-bd3cc4d2686b,10/30/2012 12:00:00 AM,10/30/2012 12:00:00 AM,25019211490000,25,19,Apache Corporation,Lindley 19-9H-B,48.859572,-105.628366,NAD27,7210.0,904175.0,,Montana,Daniels,1,False,False,,
ce4b675f-2fc8-4906-9fe9-4258a2438acb,10/31/2012 12:00:00 AM,10/31/2012 12:00:00 AM,25083229350000,25,83,"Continental Resources, Inc",Egan 1-14H,48.0121944786919,-104.841616573416,NAD83,9412.0,1918687.0,,Montana,Richland,1,False,False,,
06f7bd3f-ed76-4589-80fc-80cd2c7d36db,10/31/2012 12:00:00 AM,10/31/2012 12:00:00 AM,25091219280000,25,91,"TAQA North USA, Inc.",Hellegaard 10-9H #2,48.87,-104.05,WGS84,7763.0,448550.0,,Montana,Sheridan,1,False,False,,
fdc2a743-8817-4791-9f51-4448f0d22100,11/1/2012 12:00:00 AM,11/1/2012 12:00:00 AM,25083229920000,25,83,Statoil Oil & Gas LP,Judith 10-3 1H,47.9247,-104.0802,NAD83,10407.0,3418074.0,,Montana,Richland County,1,False,False,,
b6cb63a2-5c51-42bd-aaa9-466e012bcf15,11/2/2012 12:00:00 AM,11/2/2012 12:00:00 AM,25083218660000,25,83,"Slawson Exploration Company, Inc.",Verschoot 1-9 SWD,47.7379689,-104.846809784,NAD83,5309.0,57648.0,,Montana,Richland,1,False,False,,
db63dc39-1a69-43ec-a9a1-11a7b2b81fde,11/4/2012 12:00:00 AM,11/4/2012 12:00:00 AM,25083229170000,25,83,"Continental Resources, Inc",Gorman 1-11H,47.9843713587335,-104.626010431248,NAD83,9287.0,1912271.08542647,,Montana,Richland,1,False,False,,
a9e22bb7-b2ae-4d4f-bc37-e15684bd99ba,11/4/2012 12:00:00 AM,11/4/2012 12:00:00 AM,25091218900000,25,91,"TAQA North USA, Inc.",Jerde 10-8H,48.87,-104.05,WGS84,7844.0,233731.0,,Montana,Sheridan,1,False,False,,
910db65c-35ed-49d2-80d6-8efd200f6fac,11/6/2012 12:00:00 AM,11/6/2012 12:00:00 AM,25091219300000,25,91,"VAALCO ENERGY (USA), INC.",Bolke 07-01H,48.972886,-104.378086,NAD83,7838.0,610932.0,,Montana,Sheridan,1,False,False,,
fb7db5f5-d2ee-4b18-9ac7-2d04728efc2a,11/12/2012 12:00:00 AM,11/12/2012 12:00:00 AM,25083229850000,25,83,Statoil Oil & Gas LP,Warren 15-22 1H,47.92,-104.08,NAD83,10366.0,3212594.0,,Montana,Richland County,1,False,False,,
164858f5-c96a-43ac-8ac1-2805b164ee2f,11/16/2012 12:00:00 AM,11/16/2012 12:00:00 AM,25083230280000,25,83,Fidelity Exploration & Production,Lisa 22-23H,47.6494235505411,-104.399259494035,NAD83,10379.0,961380.0,,Montana,Richland,1,False,False,,
25ada499-c448-4dcc-a4c3-8ecf2a1b7ac9,11/16/2012 12:00:00 AM,11/16/2012 12:00:00 AM,25083230540000,25,83,Whiting Petroleum,Vitt 31-17-1H,47.92,-104.39,NAD83,10532.0,1310206.0,,MT,Richland,1,False,False,,
5b9330ad-48f8-4a06-a3cf-5fc2bfae4153,11/19/2012 12:00:00 AM,11/23/2012 12:00:00 AM,25083229730000,25,83,XTO Energy/ExxonMobil,Headington 43X-23B,47.990486,-104.958456,NAD83,8669.0,351960.0,,Montana,Richland,2,False,False,,
ad42be1d-1348-4fe5-926f-42dcdebe586d,11/26/2012 12:00:00 AM,11/26/2012 12:00:00 AM,25083230530000,25,83,"Continental Resources, Inc",Lazy D 3X-4H,47.7888354831392,-104.799144666,NAD83,9950.0,1627944.0,,Montana,Richland,1,False,False,,
69dfbd17-5c6d-474e-8c1e-33863df1c57a,11/26/2012 12:00:00 AM,11/26/2012 12:00:00 AM,25085218820000,25,85,"G3 Operating, LLC.",McCabe 1-4-9H,48.0,-104.0,NAD83,9780.0,1755412.0,,Montana,Roosevelt,1,False,False,,
c5baa796-a4e1-429c-98bc-a7cd6d245a4a,11/27/2012 12:00:00 AM,11/27/2012 12:00:00 AM,25083228650000,25,83,"Continental Resources, Inc",Buckley 1-9H,47.9261324611,-104.496949967612,NAD83,10496.0,2445870.0,,Montana,Richland,1,False,False,,
0a4bf582-28f5-4430-ba41-5484aa5e5cd3,11/29/2012 12:00:00 AM,11/29/2012 12:00:00 AM,25085218780000,25,85,Oasis Petroleum,Mercy Federal 2759 44-11T,48.09978,-104.05337,NAD83,10563.0,3106320.0,,Montana,Roosevelt,1,False,False,,
eea1295e-994e-4771-9832-2f10adbc504c,11/27/2012 12:00:00 AM,11/30/2012 12:00:00 AM,25083229690000,25,83,XTO Energy/ExxonMobil,Ruffatto 13X-24B,47.989933,-104.956,NAD83,9097.0,3004008.0,,Montana,Richland,2,False,False,,
991e3ad3-4873-4d39-8c0a-17aea0c98da1,11/30/2012 12:00:00 AM,11/30/2012 12:00:00 AM,25085218780000,25,85,Oasis Petroleum,Justice Federal 2759 44-11T,48.09978,-104.05337,NAD83,10600.0,2841174.0,,Montana,Roosevelt,1,False,False,,
3d12ebd5-3f85-4412-bbc8-e9a1145f570a,12/3/2012 12:00:00 AM,12/3/2012 12:00:00 AM,25083229470000,25,83,"Continental Resources, Inc",Cooper 1-10H,48.0257303131668,-104.863343040644,NAD83,9150.0,2385877.0,,Montana,Richland,1,False,False,,
afe15642-adb5-423d-977a-b8738966b63d,12/3/2012 12:00:00 AM,12/3/2012 12:00:00 AM,25083229490000,25,83,"Slawson Exploration Company, Inc.",Rustler 1-4H,47.789818,-105.044823,NAD83,9188.0,1623758.242,,MT,Richland,1,False,False,,
8e8b8d2d-783c-4372-9f24-148c867e9622,12/6/2012 12:00:00 AM,12/6/2012 12:00:00 AM,25083230240000,25,83,Whiting Petroleum,Kittleson 24-24-1H,47.9907282,-104.3002336,NAD27,10242.0,1371881.0,,Montana,Richland,1,False,False,,
97091fcf-da87-485d-afe0-f6fe9a932025,12/9/2012 12:00:00 AM,12/9/2012 12:00:00 AM,25083230460000,25,83,"Continental Resources, Inc",Twyla 3-30H,47.8185859294817,-104.838818401746,NAD83,9612.0,2009524.0,,Montana,Richland,1,False,False,,
f31be07b-b239-42dc-a8c9-7274d20b58f4,12/11/2012 12:00:00 AM,12/11/2012 12:00:00 AM,25085218730000,25,85,Oasis Petroleum,Disco 2959 13-30H,48.243899,-104.093502,NAD27,10467.0,2706270.0,,Montana,Roosevelt,1,False,False,,
5e32abe7-2cdd-4e68-ac32-bff1d284b283,12/12/2012 12:00:00 AM,12/12/2012 12:00:00 AM,25083230410000,25,83,"Continental Resources, Inc",Shevlin 2-20H,47.7462355949394,-104.698582165999,NAD83,10069.0,1642872.0,,Montana,Richland,1,False,False,,
baac2253-3a8c-466e-9720-b3b43c55478d,12/14/2012 12:00:00 AM,12/14/2012 12:00:00 AM,25083228580000,25,83,Whiting Petroleum,Sorteberg 27-34-1H,47.8895853,-104.3431929,NAD83,10456.0,2069639.0,,MT,Richland,1,False,False,,
c0c8c8a4-9eac-434b-b30c-354da307be9b,12/18/2012 12:00:00 AM,12/18/2012 12:00:00 AM,25085218750000,25,85,Oasis Petroleum,Dave T 2958 13-25H,48.24374,-104.116215,NAD27,10492.0,2977688.0,,Montana,Roosevelt,1,False,False,,
c965b692-cac9-4022-b067-e30da97950dc,12/18/2012 12:00:00 AM,12/18/2012 12:00:00 AM,25085218840000,25,85,Oasis Petroleum,B&RT 13-25H,48.243739,-104.116625,NAD27,10369.0,2960033.0,,Montana,Roosevelt,1,False,False,,
3795d715-18bf-4dff-9f22-93035458ee76,12/21/2012 12:00:00 AM,12/21/2012 12:00:00 AM,25019211510000,25,19,Apache Corporation,Haworth 18-7H-B,48.832301,-105.540776,NAD27,7085.0,376776.0,,Montana,Daniels,1,False,False,,
75f25f25-7454-478c-bcbc-69ad75946d4c,12/27/2012 12:00:00 AM,12/27/2012 12:00:00 AM,25083229290000,25,83,"Continental Resources, Inc",Devin 1-13H,48.0120608437417,-104.820393183494,NAD83,9371.0,2271780.0,,Montana,Richland,1,False,False,,
1f48c444-b8c9-4260-8226-2ebc7ebbcfee,1/3/2013 12:00:00 AM,1/3/2013 12:00:00 AM,25083229760000,25,83,"Slawson Exploration Company, Inc.",Dirk Federal 1-22-21H,47.569656,-104.122261,NAD83,10259.0,1317872.0,0.0,Montana,Richland,2,False,False,,
b011597a-3085-4de6-a2b7-74a0577ae488,1/3/2013 12:00:00 AM,1/3/2013 12:00:00 AM,25091219360000,25,91,Samson,Riva Ridge 0607-2H,48.648924,-104.437431,NAD83,8558.0,1500437.0,,Montana,Sheridan,1,False,False,,
defd8490-fcf8-44d9-870d-08378b81cb2f,1/6/2013 12:00:00 AM,1/6/2013 12:00:00 AM,25085218900000,25,85,Oasis Petroleum,Sage Brush 43-9H,48.100122,-104.234814,NAD27,10224.0,2791489.0,,Montana,Roosevelt,1,False,False,,
dcb99735-6089-42f3-9726-3bc14e621962,1/8/2013 12:00:00 AM,1/8/2013 12:00:00 AM,25083228960000,25,83,"Continental Resources, Inc",Davies 1-20H,47.9841395704669,-104.769889657953,NAD83,9600.0,2244568.0,,Montana,Richland,1,False,False,,
512d3309-0257-4f8b-a236-71906a4b50d4,1/10/2013 12:00:00 AM,1/10/2013 12:00:00 AM,25083230860000,25,83,"Continental Resources, Inc",Charlie 1-5H,47.9422713999124,-104.783392464682,NAD83,9550.0,2486820.0,,Montana,Richland,1,False,False,,
ebbe7a9e-496d-4219-be28-c26f761082f0,1/11/2013 12:00:00 AM,1/11/2013 12:00:00 AM,25085218190000,25,85,XTO Energy/ExxonMobil,Grindland 34X-25C,48.143731,-104.294908,NAD83,10024.0,3174263.0,,Montana,Roosevelt,1,False,False,,
e583cc68-bfda-4f82-a65b-758b333a36ac,1/15/2013 12:00:00 AM,1/15/2013 12:00:00 AM,25083230800000,25,83,"Slawson Exploration Company, Inc.",Curmudgeon 2-20H,47.820004,-105.082306,NAD83,8890.0,1402857.0,,MT,Richland,1,False,False,,
bba927af-460a-4ac3-b7af-fd1f6048756f,1/19/2013 12:00:00 AM,1/19/2013 12:00:00 AM,25083230500000,25,83,"Continental Resources, Inc",Schilling 1-20H,47.746206502002,-104.825533056364,NAD83,9740.0,1183812.0,,Montana,Richland,1,False,False,,
3a53cf4a-2a3d-4074-89a7-a8a108aa82ad,1/19/2013 12:00:00 AM,1/19/2013 12:00:00 AM,25083230560000,25,83,Whiting Petroleum,Christiansen 34-12-1H,47.92,-104.16,NAD83,10292.0,1402154.0,,Montana,Richland,1,False,False,,
05a3176f-5540-4f4e-b061-481a9fb0a09b,1/19/2013 12:00:00 AM,1/19/2013 12:00:00 AM,25083230680000,25,83,"Slawson Exploration Company, Inc.",Curmudgeon 1-20H,47.820011,-105.066513,NAD83,8924.0,1152263.0,,MT,Richland,1,False,False,,
0446f06f-2646-493e-b7aa-6250c2e99419,1/24/2013 12:00:00 AM,1/24/2013 12:00:00 AM,25085218230000,25,85,XTO Energy/ExxonMobil,State 42X-36C,48.136772,-104.290672,NAD83,10010.0,3022110.0,,Montana,Roosevelt,1,False,False,,
abd62359-c3bf-4db4-9985-6c380047c607,1/26/2013 12:00:00 AM,1/26/2013 12:00:00 AM,25091219310000,25,91,Sinclair Oil & Gas Company,Chisholm 1-3H,48.5558148,-104.4213128,NAD83,8856.0,2362962.0,,Montana,Sheridan,1,False,False,,
460803d2-50c8-4103-bdea-d49867533e5a,1/29/2013 12:00:00 AM,1/29/2013 12:00:00 AM,25085218660000,25,85,"EOG Resources, Inc.",Highline 02-0904H,48.274036,-104.048408,NAD83,10571.0,4233306.0,,Montana,Roosevelt,1,False,False,,
56cb9683-f30a-4376-a680-3362f476c4f0,1/29/2013 12:00:00 AM,1/29/2013 12:00:00 AM,25085218920000,25,85,"G3 Operating, LLC.",Sorensen 1-6-7H,48.3017,-104.354,NAD83,10206.0,2670916.0,,Montana,Roosevelt,1,False,False,,
75bba836-128d-4f56-8289-510e12d0ba0e,1/24/2013 12:00:00 AM,1/30/2013 12:00:00 AM,25085218960000,25,85,"Continental Resources, Inc",Langdon 1-19H,48.245113832,-104.2316798176,NAD83,10130.0,2544150.0,0.0,Montana,Roosevelt,2,False,False,,
f96cc60d-0a77-4f08-a7e8-e0a6d47529cf,2/2/2013 12:00:00 AM,2/2/2013 12:00:00 AM,25083230720000,25,83,"Continental Resources, Inc",Reimann 3-23H,47.7458889406129,-104.62511042532,NAD83,10185.0,2476110.0,,Montana,Richland,1,False,False,,
2e7ccd4c-4ef0-49e7-ad31-381872976cc6,1/29/2013 12:00:00 AM,2/3/2013 12:00:00 AM,25091219320000,25,91,Unit Petroleum,Abenroth 1-2H,48.90926,-104.61679,NAD27,7805.0,364308.0,0.0,Montana,Sheridan,2,False,False,,
3a8bb632-c0d4-4674-8502-9aa86151b48f,2/6/2013 12:00:00 AM,2/6/2013 12:00:00 AM,25035221280000,25,35,Anschutz Exploration Corporation,Paisley 1-4-37-13,48.987935018,-113.31579285,NAD83,7697.0,0.0,,Montana,Glacier,1,False,False,,
ec62ffbf-df71-4f0d-9633-2068ca1a5d5f,2/7/2013 12:00:00 AM,2/7/2013 12:00:00 AM,25085218800000,25,85,Statoil Oil & Gas LP,Crusch Ranch 6-7 #1H,48.12595,-104.0901424,NAD83,10661.0,2566364.0,,Montana,Roosevelt,1,False,False,,
a72b8312-3a5d-46af-b637-c8bbbeaf1ab0,2/10/2013 12:00:00 AM,2/10/2013 12:00:00 AM,25083230780000,25,83,"Continental Resources, Inc",Pine 12-1H 1,47.8490319550231,-105.108894852244,NAD83,9000.0,1250600.0,,Montana,Richland,1,False,False,,
c01d4559-5bac-4ee1-b750-8ef4a7cb7b0a,2/11/2013 12:00:00 AM,2/11/2013 12:00:00 AM,25085218860000,25,85,Oasis Petroleum,M&MT 2958 13-26H,48.243883,-104.136969,NAD27,10407.0,2136649.0,,Montana,Roosevelt,1,False,False,,
cbb6bedd-a331-4bd6-ae5e-87468ba06f17,2/13/2013 12:00:00 AM,2/13/2013 12:00:00 AM,25083229540000,25,83,"Continental Resources, Inc",Tower 1-4H,48.0266736,-104.885407,NAD83,8908.0,2436668.0,,Montana,Richland County,1,False,False,,
a83ea421-ff7a-4eaa-b6a8-251043e56cbc,2/14/2013 12:00:00 AM,2/14/2013 12:00:00 AM,25083229430000,25,83,"Slawson Exploration Company, Inc.",Pilum 1-24H,47.571045,-104.100594,NAD83,10277.0,67002.0,,MT,Richland,1,False,False,,
0cfb1960-ac9e-49c4-8bc9-dbcba4f5fa95,2/14/2013 12:00:00 AM,2/14/2013 12:00:00 AM,25083229510000,25,83,"Continental Resources, Inc",Hitchcock 1-9H,48.0266736,-104.8852231,NAD83,8964.0,2374361.0,,Montana,Richland County,1,False,False,,
83571885-1e2c-42e2-be77-9215ba222f3f,2/15/2013 12:00:00 AM,2/15/2013 12:00:00 AM,25085218680000,25,85,"EOG Resources, Inc.",Stateline 14-3427H,48.129275,-104.090547,NAD83,10246.0,4230114.0,,Montana,Roosevelt,1,False,False,,
ef7f27c1-1fdc-44a0-9b4a-ab94baba0a4a,2/16/2013 12:00:00 AM,2/16/2013 12:00:00 AM,25083230550000,25,83,Whiting Petroleum,Christiansen 34-11-1H,47.926275,-104.189575,NAD83,10321.0,1367403.0,,MT,Richland,1,False,False,,
ceb4b81e-38c2-44df-8f7b-cd158342e1fd,2/16/2013 12:00:00 AM,2/16/2013 12:00:00 AM,25085218850000,25,85,Statoil Oil & Gas LP,Christopher 25-36 #1H 342341,48.1498,-104.4287,NAD83,9888.0,3514413.0,,Montana,Roosevelt,1,False,False,,
f72c104d-ea85-4976-a3a5-65d90cc36031,2/18/2013 12:00:00 AM,2/18/2013 12:00:00 AM,25083229810000,25,83,Oasis Petroleum,Stilt Federal 2658 42-22H,47.9830597,-104.21976686,NAD83,10480.0,2595160.0,,Montana,Richland,1,False,False,,
e6f94105-d944-403c-a812-fadf1bd1b8fb,2/18/2013 12:00:00 AM,2/18/2013 12:00:00 AM,25083230450000,25,83,Oasis Petroleum,Dianne Federal 2658 42-22H,47.9830597,-104.21976686,NAD83,10427.0,2597075.0,,Montana,Richland,1,False,False,,
00527237-10fc-4b7f-b1ea-3abe6bbedec5,2/20/2013 12:00:00 AM,2/20/2013 12:00:00 AM,25085218940000,25,85,Oasis Petroleum,Ma 2758 41-11B,48.0,-104.0,NAD83,10205.0,2713284.0,,Montana,Roosevelt,1,False,False,,
f63d0a7c-04a6-4b5e-b690-a37e78ad3fbe,2/26/2013 12:00:00 AM,2/26/2013 12:00:00 AM,25083229530000,25,83,"Continental Resources, Inc",Revere 1-31H,48.04195,-104.92726,NAD83,8721.0,2342593.0,,Montana,Richland County,1,False,False,,
b3c8d326-7298-4d6e-b8cf-cd0e8df9c58d,2/26/2013 12:00:00 AM,2/26/2013 12:00:00 AM,25083230440000,25,83,Statoil Oil & Gas LP,Breaks 17-20 #1H,48.01,-104.39,NAD83,10481.0,3669942.0,,Montana,Richland,1,False,False,,
873d6115-aebb-4058-833e-893c6c4e3959,2/27/2013 12:00:00 AM,2/27/2013 12:00:00 AM,25083229070000,25,83,"Slawson Exploration Company, Inc.",Archer Federal 1-26H,47.818642,-105.017906,NAD83,9331.0,1011123.0,,MT,Richland,1,False,False,,
83131a01-1a80-4173-8391-d3ee48d86b22,3/3/2013 12:00:00 AM,3/3/2013 12:00:00 AM,25083230930000,25,83,Whiting Petroleum,Sundheim Fed 24-35-1H,47.955317,-104.323586,NAD83,10409.0,1381970.0,,MT,Richland,1,False,False,,
f8bd26ef-7d8c-493d-8ea3-7ac5d863432f,3/4/2013 12:00:00 AM,3/4/2013 12:00:00 AM,25083230370000,25,83,"Continental Resources, Inc",Marla Hill 4 HSU,47.8034985,-104.61345,NAD83,10286.0,2534388.0,,Montana,Richland County,1,False,False,,
725936d1-4911-480d-9383-8f286d9a70e0,3/4/2013 12:00:00 AM,3/4/2013 12:00:00 AM,25083230400000,25,83,Statoil Oil & Gas LP,Shannon 2-35 #1H,47.9408623,-104.06255112,NAD83,10337.0,3252866.0,,Montana,Richland,1,False,False,,
3b48d902-61ed-4577-ba2f-2968cf0d4f44,3/6/2013 12:00:00 AM,3/6/2013 12:00:00 AM,25083230710000,25,83,"Continental Resources, Inc",Joseph 1-22H,47.74596,-104.77226,NAD83,9947.0,1131222.0,,Montana,Richland County,1,False,False,,
bf0739d5-1a24-4d8c-8c2c-31f9a8c13794,3/6/2013 12:00:00 AM,3/6/2013 12:00:00 AM,25085218950000,25,85,Oasis Petroleum,Chokecherry 2758 11-10B,48.112569,-104.224514,WGS84,10205.0,2884728.0,,Montana,Roosevelt,1,False,False,,
45e89589-c3d9-4005-a4bb-d1e0586bd8af,3/1/2013 12:00:00 AM,3/8/2013 12:00:00 AM,25083230490000,25,83,"Continental Resources, Inc",Earl 3-25H,47.71826826,-104.6027878,NAD83,10094.0,2513923.0,0.0,Montana,Richland,2,False,False,,
ec0f95fb-9ecd-45aa-8517-66179c0672af,3/9/2013 12:00:00 AM,3/9/2013 12:00:00 AM,25083230730000,25,83,"Continental Resources, Inc",Thomas 3-27H,47.71799,-104.52103,NAD83,10477.0,2486945.0,,Montana,Richland,2,False,False,,
fa21bdca-1552-4ec2-8d50-0bdd0aff3453,3/12/2013 12:00:00 AM,3/12/2013 12:00:00 AM,25085218370000,25,85,Oasis Petroleum,Long Coulee 2958 42-22H,48.245004,-104.163278,NAD83,10345.0,2417772.0,,Montana,Roosevelt,1,False,False,,
81af6a92-e065-4f85-a33f-c5d90b4511a3,3/15/2013 12:00:00 AM,3/15/2013 12:00:00 AM,25083230950000,25,83,"Slawson Exploration Company, Inc.",Hercules 4-2H,47.776482,-104.891327,NAD83,9529.0,1099946.0,,MT,Richland,1,False,False,,
d8016037-4fc3-4b73-bc4e-0e3dc7eef99b,3/10/2013 12:00:00 AM,3/16/2013 12:00:00 AM,25083230750000,25,83,"Continental Resources, Inc",Baird 1-34H,48.05480104,-104.8573521,NAD83,9086.0,2348530.0,0.0,Montana,Richland,2,False,False,,
86e60025-d7b9-4da2-a523-e981bb3cac3e,3/17/2013 12:00:00 AM,3/23/2013 12:00:00 AM,25083230920000,25,83,"Continental Resources, Inc",Audrey Elaine 4HSU,47.80374,-104.57372,NAD83,10411.0,2413530.0,,Montana,Richland,2,False,False,,
08027fbc-48f3-41fa-804a-0d196118d536,3/26/2013 12:00:00 AM,3/26/2013 12:00:00 AM,25083230150000,25,83,"Slawson Exploration Company, Inc.",Boomerang 3-4H,47.527565,-104.079681,NAD83,10385.0,912983.0,,MT,Richland,1,False,False,,
73f22dc3-98bc-40f3-acb4-a611f62c5160,3/26/2013 12:00:00 AM,3/26/2013 12:00:00 AM,25085218990000,25,85,Oasis Petroleum,Stonewall Federal 2959 43-21H,48.244886,-104.051958,WGS84,10471.0,2887752.0,,Montana,Roosevelt,1,False,False,,
e9c7ab14-9b4a-431d-9132-1eff46da03e6,3/28/2013 12:00:00 AM,3/29/2013 12:00:00 AM,25083231010000,25,83,Whiting Petroleum,Sundheim 31-17-1H,47.552937,-104.151844,NAD27,10404.0,1330178.0,,Montana,Richland,2,False,False,,
1b5f54e5-6bb2-4e22-9c4e-62b2466cdf02,3/25/2013 12:00:00 AM,3/29/2013 12:00:00 AM,25083231020000,25,83,"Continental Resources, Inc",Constance Stoney Butte HSU,47.74561,-104.57333,NAD27,10390.0,3051753.0,,Montana,Richland,2,False,False,,
a52c5d28-7f72-4f08-b215-7bb95e735e08,3/21/2013 12:00:00 AM,3/29/2013 12:00:00 AM,25083231030000,25,83,"Continental Resources, Inc",Clayton-Rita HSU,47.74561,-104.57315,NAD27,10341.0,2076888.0,,Montana,Richland,2,False,False,,
06708a3f-83e7-4de3-909a-e16b107b0e3b,3/29/2013 12:00:00 AM,3/30/2013 12:00:00 AM,25083230790000,25,83,Whiting Petroleum,Sundheim 44-8-3H,47.552893,-104.151551,NAD27,10384.0,1278918.0,,Montana,Richland,2,False,False,,
c03d1fbb-6309-4735-a318-5e9518c959e0,4/3/2013 12:00:00 AM,4/3/2013 12:00:00 AM,25083228340000,25,83,XTO Energy/ExxonMobil,Marker 34X-20,47.645747,-104.169136,NAD27,10137.0,1889528.0,,Montana,Richland,1,False,False,,
e36ed7c5-b232-4185-b3da-e983849e9a97,3/30/2013 7:58:00 AM,4/4/2013 8:12:00 AM,25083230960000,25,83,"Continental Resources, Inc",Julie 3-3H,47.77618522,-104.773886,NAD83,9993.0,2477832.0,0.0,Montana,Richland,2,False,False,,
fbf05133-fb73-4ede-bebf-ba63f668db5d,4/8/2013 12:00:00 AM,4/8/2013 12:00:00 AM,25083230290000,25,83,Fidelity Exploration & Production,Klette 24-13H,47.646328,-104.473694,NAD83,10192.0,2532038.0,,MT,Richland,1,False,False,,
82b09eac-ac4d-43ca-948b-50b424dc0fa5,4/5/2013 8:39:00 PM,4/12/2013 5:39:00 AM,25083230890000,25,83,"Continental Resources, Inc",Staci Linnea 4 HSU,47.747365,-104.615993,NAD83,10166.0,2274552.0,0.0,Montana,Richland,2,False,False,,
946e9820-5845-4963-be57-09c6f15cf4a8,4/5/2013 12:00:00 AM,4/13/2013 12:00:00 AM,25083231060000,25,83,"Continental Resources, Inc",Earl Reimann 4 HSU,47.74714,-104.61574,NAD83,10114.0,2296602.0,0.0,Montana,Richland,2,False,False,,
